income,expenses,loanamount,term_years,loan_approved
89000,53000,340000,10,0
97000,58000,281000,15,0
45000,27500,109000,5,0
52000,21500,86000,10,0
59000,18500,117000,10,0
49000,32000,137000,15,0
20000,12500,25000,15,0
20000,9000,41000,5,0
64000,23500,181000,10,0
83000,40500,197000,10,0
95000,40000,345000,30,0
34000,13000,51000,20,0
35000,17500,130000,10,0
59000,37500,172000,15,0
75000,40000,127000,30,0
105000,52000,106000,5,0
97000,67500,149000,15,0
64000,38500,83000,20,0
86000,30500,317000,20,0
50000,23500,114000,5,0
77000,37500,220000,5,0
73000,39500,54000,10,0
117000,67000,447000,5,0
90000,38500,324000,30,0
52000,23000,117000,5,0
52000,18000,199000,10,0
65000,22000,152000,5,0
28000,17000,98000,5,0
68000,45500,184000,20,0
71000,27000,111000,5,0
89000,59500,275000,15,0
93000,40500,146000,15,0
78000,51000,126000,30,0
26000,8000,83000,5,0
38000,13000,95000,5,0
57000,27000,142000,15,0
95000,60500,192000,20,0
94000,45000,136000,5,0
68000,43000,194000,15,0
146000,63500,577000,30,0
122000,43000,132000,30,1
112000,75000,109000,5,0
96000,31500,168000,15,1
89000,52000,248000,10,0
87000,57000,273000,30,0
21000,7500,45000,15,0
43000,22000,24000,30,0
68000,22000,122000,5,0
79000,38000,288000,10,0
71000,43500,145000,20,0
83000,35000,66000,30,1
20000,8000,20000,20,1
90000,36000,235000,10,0
77000,47500,150000,30,0
69000,47500,39000,30,0
103000,40500,352000,30,0
44000,14500,100000,5,0
68000,24000,221000,15,0
84000,46500,286000,10,0
49000,28000,53000,5,0
20000,9500,72000,30,0
40000,13500,70000,10,0
73000,49000,83000,15,0
68000,45500,124000,15,0
74000,34000,289000,5,0
55000,34500,203000,5,0
36000,23500,138000,15,0
79000,40000,40000,15,0
70000,38000,92000,20,0
94000,56000,286000,10,0
53000,35000,174000,5,0
20000,6500,46000,10,0
20000,6500,33000,30,1
63000,36000,107000,5,0
79000,25000,188000,15,0
68000,23000,35000,15,1
58000,27000,169000,10,0
27000,10000,68000,10,0
20000,13000,46000,20,0
86000,37000,103000,30,1
68000,36000,76000,15,0
64000,19500,55000,15,1
29000,14500,107000,30,0
46000,28500,163000,10,0
76000,52000,192000,10,0
84000,48000,122000,30,0
70000,26500,221000,10,0
116000,51500,118000,20,1
58000,21000,194000,30,1
114000,49500,383000,20,0
82000,43000,123000,15,0
78000,38500,173000,30,0
103000,67000,273000,10,0
56000,21500,68000,20,0
65000,31000,109000,30,0
38000,21000,99000,15,0
103000,71500,250000,10,0
85000,33000,173000,15,0
108000,68500,141000,10,0
81000,44500,193000,30,0
108000,38000,194000,20,0
53000,32500,65000,10,0
105000,39000,163000,10,0
63000,36500,84000,10,0
75000,29500,137000,5,0
97000,47500,376000,5,0
145000,89000,548000,10,0
100000,55500,282000,10,0
102000,61000,318000,5,0
59000,36500,111000,5,0
80000,25000,257000,5,0
72000,35500,250000,5,0
117000,81000,386000,20,0
71000,44000,84000,15,0
115000,51500,388000,10,0
36000,15000,120000,10,0
117000,68000,351000,20,0
49000,17500,169000,10,0
101000,66000,348000,30,0
49000,16500,123000,15,0
94000,49000,269000,30,0
46000,29500,79000,5,0
106000,62500,95000,30,0
100000,49500,238000,5,0
57000,22500,133000,15,0
92000,49500,302000,20,0
103000,70500,120000,5,0
47000,16000,163000,15,0
44000,14000,144000,10,0
43000,20000,131000,20,0
39000,21000,44000,20,0
43000,19000,70000,5,0
103000,60500,202000,20,0
92000,47000,46000,5,0
24000,10500,29000,30,0
60000,37000,169000,20,0
40000,13500,101000,20,0
101000,32000,385000,20,0
62000,20000,68000,30,1
29000,18000,67000,30,0
80000,49500,46000,15,0
93000,59000,236000,15,0
46000,19000,40000,5,0
67000,33500,54000,5,0
48000,20500,98000,10,0
112000,60000,188000,10,0
62000,39500,129000,20,0
53000,16500,32000,5,0
73000,38500,56000,5,0
69000,26000,52000,20,1
96000,62000,91000,30,0
111000,76000,223000,15,0
112000,70500,229000,20,0
64000,20000,105000,20,1
84000,35500,73000,10,0
120000,47000,421000,10,0
121000,76500,326000,20,0
49000,15000,133000,5,0
93000,62000,148000,15,0
88000,47000,319000,30,0
103000,61500,161000,5,0
112000,54000,311000,20,0
44000,25500,163000,5,0
54000,23500,215000,20,0
102000,57500,124000,5,0
79000,37500,280000,20,0
20000,13500,60000,20,0
25000,17000,19000,20,0
95000,50000,106000,15,0
100000,61000,229000,10,0
35000,21000,80000,5,0
108000,63000,351000,5,0
69000,47500,139000,5,0
44000,28500,132000,5,0
58000,34500,231000,20,0
38000,12500,145000,30,0
57000,25000,137000,15,0
20000,8500,64000,5,0
73000,37000,124000,20,0
93000,60000,301000,15,0
35000,20000,96000,15,0
76000,46500,153000,5,0
51000,16000,112000,15,0
95000,30500,197000,30,0
20000,13500,56000,15,0
96000,37000,284000,10,0
20000,12500,44000,15,0
69000,36000,243000,10,0
54000,24000,206000,20,0
64000,38500,184000,20,0
29000,20000,34000,5,0
125000,50500,140000,15,1
36000,16000,144000,5,0
39000,16500,91000,30,0
129000,72000,363000,15,0
85000,50000,193000,15,0
37000,18000,104000,20,0
71000,27500,149000,10,0
68000,29000,242000,30,0
24000,14500,35000,10,0
52000,34000,207000,10,0
74000,37000,197000,10,0
113000,45000,92000,10,0
69000,39000,145000,30,0
72000,40000,136000,20,0
51000,34000,192000,30,0
108000,44500,166000,10,0
102000,64000,217000,30,0
99000,56500,300000,15,0
78000,49500,63000,10,0
27000,9000,31000,5,0
108000,68000,302000,30,0
77000,38000,66000,30,0
66000,40000,99000,15,0
88000,35000,172000,10,0
82000,36000,104000,15,0
43000,20000,71000,5,0
65000,34000,87000,20,0
20000,10000,64000,20,0
78000,31000,105000,10,0
115000,76000,374000,5,0
21000,14000,29000,30,0
79000,31000,57000,10,0
95000,43500,343000,10,0
99000,61500,300000,10,0
53000,32500,66000,5,0
42000,29000,66000,20,0
57000,38500,75000,5,0
111000,72000,342000,30,0
24000,13000,13000,20,0
39000,17000,151000,15,0
61000,31000,110000,20,0
46000,28000,69000,20,0
74000,25500,240000,10,0
117000,68000,190000,15,0
39000,25500,97000,15,0
71000,27500,137000,30,1
75000,47000,202000,15,0
65000,42500,55000,10,0
28000,9000,52000,30,1
56000,38500,205000,30,0
56000,28000,219000,5,0
94000,45500,85000,10,0
88000,47500,247000,20,0
28000,11000,54000,15,0
63000,35500,110000,30,0
60000,37500,34000,5,0
134000,57500,120000,5,0
84000,34000,110000,15,0
43000,28500,91000,30,0
52000,25500,148000,15,0
64000,35500,156000,30,0
86000,55000,172000,20,0
90000,53000,242000,30,0
81000,34500,163000,5,0
69000,21500,122000,30,1
71000,34500,278000,5,0
71000,28500,245000,30,0
22000,10500,19000,10,0
73000,35500,207000,15,0
58000,37500,231000,15,0
25000,15000,67000,10,0
148000,56000,190000,20,1
84000,36000,239000,20,0
75000,40000,86000,5,0
64000,33500,216000,30,0
97000,50500,227000,15,0
40000,27000,58000,15,0
66000,38000,113000,20,0
46000,15500,138000,5,0
97000,65500,88000,15,0
50000,24500,183000,15,0
108000,57500,99000,15,0
72000,45000,140000,15,0
98000,38000,311000,30,1
87000,44000,282000,30,0
107000,69000,90000,15,0
47000,28000,69000,15,0
102000,45000,176000,20,0
20000,10500,74000,15,0
76000,23000,161000,20,1
59000,19000,215000,10,0
33000,11500,115000,30,0
48000,27500,30000,10,0
56000,30500,165000,5,0
69000,46000,247000,15,0
59000,34500,105000,30,0
77000,36000,169000,10,0
50000,32500,66000,20,0
61000,19500,142000,10,0
66000,20000,115000,5,0
80000,32000,241000,30,0
100000,35000,133000,15,1
101000,41000,231000,20,0
82000,34500,175000,5,0
88000,42500,168000,10,0
84000,45500,116000,10,0
66000,29000,198000,20,0
102000,70000,130000,15,0
48000,25000,175000,20,0
20000,13000,53000,20,0
44000,27500,173000,15,0
117000,37500,434000,15,0
66000,32000,67000,20,0
83000,51500,269000,10,0
67000,44500,75000,5,0
92000,51000,349000,20,0
77000,52000,223000,10,0
73000,41500,84000,30,0
93000,35500,102000,30,1
61000,32000,190000,10,0
86000,52000,229000,30,0
70000,39500,68000,30,0
72000,24000,163000,5,0
50000,19500,170000,15,0
69000,39500,70000,5,0
59000,30000,32000,30,0
109000,34000,105000,5,0
24000,14500,28000,5,0
102000,34000,277000,15,0
23000,8500,39000,15,0
91000,60000,79000,5,0
50000,21500,94000,20,0
92000,29000,235000,30,1
71000,22000,111000,20,1
32000,21500,81000,5,0
116000,52000,428000,5,0
98000,54000,187000,5,0
90000,42000,342000,5,0
56000,21500,197000,5,0
99000,64500,57000,10,0
37000,25000,105000,10,0
20000,14000,34000,15,0
28000,9000,39000,20,1
47000,15000,145000,20,0
52000,33500,159000,10,0
62000,23000,180000,15,0
63000,33000,40000,10,0
56000,30000,144000,30,0
20000,11500,52000,15,0
81000,25500,315000,5,0
67000,28500,216000,30,0
54000,27500,95000,5,0
117000,43500,319000,20,0
68000,46000,246000,15,0
77000,48500,258000,20,0
99000,35000,200000,30,1
30000,17000,112000,10,0
74000,34500,289000,20,0
99000,42000,316000,10,0
72000,30000,80000,15,0
36000,20500,112000,10,0
61000,40500,116000,5,0
81000,51500,110000,10,0
20000,9000,18000,20,0
34000,20000,29000,15,0
134000,68500,256000,15,0
90000,43000,222000,15,0
120000,50000,345000,30,0
101000,33500,357000,20,0
87000,33000,88000,20,1
66000,35000,106000,20,0
86000,51000,53000,15,0
118000,37000,334000,15,0
100000,45000,58000,30,0
80000,29500,53000,10,1
70000,38000,182000,5,0
90000,58000,106000,5,0
59000,39500,165000,10,0
90000,59000,157000,15,0
54000,35000,76000,10,0
64000,34500,202000,10,0
44000,17500,136000,30,0
62000,37000,44000,30,0
54000,32000,164000,15,0
126000,46000,480000,20,0
48000,18000,104000,15,0
87000,30000,206000,30,0
47000,23500,79000,30,0
76000,32500,241000,15,0
84000,55500,267000,10,0
20000,6500,72000,30,1
33000,14000,100000,5,0
46000,30000,181000,20,0
36000,25000,140000,20,0
78000,46000,151000,5,0
82000,54000,248000,30,0
43000,13000,24000,5,1
79000,48000,146000,30,0
62000,30000,120000,15,0
72000,41500,245000,20,0
56000,26500,81000,5,0
90000,47500,112000,15,0
124000,50000,263000,30,0
98000,52000,127000,15,0
117000,48500,130000,20,0
33000,13500,71000,20,0
55000,23500,80000,10,0
92000,35000,85000,10,1
120000,46500,167000,5,0
95000,64000,296000,20,0
44000,21000,39000,30,0
62000,34000,52000,20,0
85000,45000,164000,15,0
70000,28500,75000,20,1
51000,15500,95000,15,0
66000,22500,245000,30,1
75000,47500,76000,20,0
42000,14500,127000,20,0
105000,40000,80000,20,1
62000,41000,200000,10,0
73000,45500,275000,10,0
106000,34000,342000,30,1
71000,39500,255000,20,0
104000,52500,322000,15,0
44000,19500,64000,15,0
88000,44000,115000,30,0
100000,36000,365000,5,0
50000,34000,31000,20,0
70000,26000,167000,15,0
70000,26000,117000,5,0
81000,36500,299000,10,0
89000,34500,96000,10,0
48000,20500,86000,10,0
73000,23000,61000,15,1
123000,67000,465000,30,0
107000,42500,179000,15,0
99000,68000,179000,10,0
69000,24000,49000,5,0
139000,46000,119000,30,1
106000,39000,399000,20,0
76000,39500,210000,30,0
82000,49000,217000,5,0
61000,32000,199000,15,0
87000,56000,235000,10,0
93000,50000,129000,30,0
96000,34000,355000,30,1
70000,26000,95000,10,0
31000,13500,105000,30,0
82000,55000,122000,5,0
96000,46500,133000,10,0
46000,30000,116000,5,0
72000,24000,70000,30,1
115000,66000,208000,5,0
39000,19000,88000,10,0
66000,24500,239000,15,0
120000,40000,221000,15,1
80000,34000,52000,30,1
59000,37000,199000,10,0
75000,41500,199000,5,0
100000,48500,288000,20,0
69000,44000,56000,30,0
93000,34500,104000,15,0
82000,34000,198000,10,0
85000,44500,103000,15,0
95000,51000,320000,30,0
66000,28500,39000,10,0
47000,23500,158000,15,0
89000,31000,189000,10,0
71000,21500,182000,15,0
62000,41000,74000,10,0
91000,43500,169000,20,0
113000,44500,284000,5,0
70000,30000,74000,10,0
75000,38000,140000,5,0
40000,27000,115000,30,0
68000,40000,249000,15,0
82000,55500,115000,15,0
74000,25500,234000,30,0
64000,24000,61000,15,1
97000,43000,112000,20,1
77000,30500,257000,20,0
153000,104500,538000,20,0
81000,30000,194000,30,1
20000,7500,22000,5,0
42000,21000,48000,30,0
91000,52500,347000,5,0
56000,25500,137000,30,0
58000,18500,92000,15,0
38000,23000,97000,30,0
61000,41500,90000,20,0
81000,50500,250000,20,0
87000,55500,96000,20,0
44000,28000,64000,15,0
99000,60000,299000,20,0
39000,24500,26000,20,0
88000,29000,350000,20,0
85000,27500,142000,20,1
47000,15500,138000,20,0
43000,23000,34000,5,0
86000,34000,214000,15,0
58000,18000,138000,30,1
69000,23000,98000,15,1
96000,31500,165000,15,0
89000,49000,309000,5,0
48000,17000,63000,20,0
73000,46500,213000,15,0
47000,33000,97000,30,0
101000,48000,231000,30,0
121000,62500,217000,10,0
50000,20000,162000,20,0
74000,41500,38000,15,0
103000,68500,116000,30,0
76000,28500,133000,20,0
92000,62500,113000,10,0
77000,30000,186000,5,0
43000,17500,125000,10,0
79000,52500,202000,10,0
109000,58500,243000,10,0
84000,26500,245000,10,0
124000,77000,447000,15,0
22000,12500,64000,5,0
86000,51500,244000,20,0
56000,20500,209000,30,0
49000,32000,189000,20,0
115000,70500,141000,30,0
67000,46000,111000,15,0
64000,29500,35000,15,0
85000,43000,148000,30,0
20000,11500,61000,30,0
116000,39500,454000,20,0
132000,50500,72000,10,0
102000,42500,92000,15,1
87000,59000,203000,15,0
69000,20500,61000,15,1
43000,30000,29000,30,0
111000,51000,228000,10,0
102000,57000,308000,15,0
89000,41500,149000,30,0
85000,52000,103000,15,0
84000,57000,144000,10,0
59000,28500,56000,20,0
150000,56000,261000,5,0
66000,25500,147000,20,0
62000,25000,47000,30,1
109000,42500,264000,20,0
74000,22500,169000,15,0
74000,47500,143000,30,0
117000,67000,313000,15,0
95000,48000,358000,20,0
97000,35000,159000,5,0
32000,10000,31000,5,0
87000,39500,269000,20,0
45000,13500,62000,20,1
61000,19500,185000,30,0
80000,26500,118000,30,1
74000,46500,67000,5,0
95000,56000,380000,5,0
98000,41500,231000,5,0
100000,42000,310000,30,0
35000,15500,65000,30,0
146000,77000,537000,20,0
74000,47500,251000,30,0
111000,54500,378000,20,0
20000,7000,66000,10,0
67000,24500,170000,20,0
31000,10000,68000,10,0
49000,29000,136000,30,0
77000,35500,113000,5,0
65000,43500,155000,20,0
114000,48500,328000,15,0
128000,79500,105000,20,0
46000,23000,145000,30,0
60000,38500,129000,15,0
44000,23000,168000,5,0
110000,41500,421000,20,0
80000,49500,276000,15,0
76000,23000,151000,20,1
84000,42000,254000,15,0
66000,25000,84000,15,0
49000,21500,74000,15,0
77000,35500,194000,15,0
67000,35000,207000,5,0
85000,37500,172000,10,0
26000,14500,85000,10,0
81000,30500,221000,30,0
54000,33500,87000,30,0
80000,43500,118000,10,0
102000,45000,333000,30,0
58000,29500,90000,20,0
111000,51000,138000,20,0
23000,15000,70000,30,0
121000,62500,88000,15,0
112000,69000,139000,20,0
48000,29500,167000,15,0
49000,29000,118000,20,0
30000,18000,72000,10,0
103000,40000,361000,30,0
65000,42000,217000,15,0
63000,36500,205000,15,0
41000,13000,71000,15,1
129000,72000,154000,20,0
46000,22500,111000,10,0
76000,27000,186000,30,1
81000,39500,54000,5,0
63000,42000,124000,30,0
57000,37000,136000,15,0
64000,21500,141000,20,0
92000,44000,362000,15,0
65000,32500,81000,10,0
124000,71500,130000,5,0
52000,31500,187000,15,0
98000,62000,370000,20,0
22000,12000,77000,5,0
52000,34000,190000,5,0
51000,26500,114000,15,0
42000,13000,151000,15,0
84000,40500,188000,10,0
72000,26000,134000,10,0
20000,10500,23000,20,0
135000,77500,428000,10,0
80000,46000,206000,15,0
75000,37000,133000,20,0
114000,67000,69000,15,0
105000,36500,299000,20,0
66000,45000,195000,5,0
20000,12500,15000,15,0
92000,59000,230000,15,0
46000,14500,85000,5,0
112000,44000,314000,30,0
52000,17500,90000,30,1
61000,39500,186000,5,0
35000,21000,34000,30,0
37000,12500,53000,30,1
72000,33000,202000,10,0
69000,35000,231000,30,0
61000,35500,194000,10,0
137000,57000,284000,30,0
93000,38500,145000,10,0
75000,38500,147000,5,0
20000,10000,41000,10,0
100000,34500,90000,30,1
165000,96500,203000,20,0
69000,25500,87000,20,1
51000,32500,74000,15,0
80000,48500,180000,20,0
32000,22000,43000,30,0
89000,33000,319000,20,0
120000,81500,445000,20,0
55000,32500,217000,15,0
56000,36500,60000,30,0
73000,23000,222000,20,0
60000,25500,215000,15,0
30000,9500,22000,20,1
63000,23500,213000,5,0
57000,37500,146000,15,0
116000,54000,181000,5,0
110000,62500,280000,30,0
117000,57500,279000,30,0
99000,48500,312000,10,0
81000,45500,97000,20,0
49000,23000,61000,5,0
115000,35500,92000,15,1
85000,52500,217000,15,0
38000,15500,116000,20,0
48000,27500,107000,10,0
37000,21000,89000,15,0
20000,7000,31000,10,0
87000,32000,181000,15,0
38000,18000,134000,15,0
52000,22500,183000,20,0
76000,31000,258000,5,0
69000,29000,64000,15,0
54000,21500,211000,10,0
121000,41500,96000,5,0
29000,9500,113000,15,0
30000,19500,87000,30,0
89000,55500,324000,20,0
56000,28000,169000,15,0
55000,23500,179000,20,0
43000,24500,159000,5,0
85000,29000,317000,20,0
82000,28000,116000,30,1
79000,28000,316000,10,0
58000,33500,147000,10,0
52000,32500,192000,10,0
70000,36000,112000,5,0
104000,38000,187000,30,1
122000,53000,168000,5,0
108000,68000,390000,15,0
90000,45500,257000,20,0
104000,50000,71000,5,0
40000,22500,64000,15,0
54000,24000,47000,15,0
91000,27500,172000,15,0
71000,48000,250000,30,0
85000,49500,167000,30,0
104000,71000,68000,20,0
100000,64000,164000,5,0
42000,19000,126000,15,0
75000,34000,163000,10,0
47000,17000,146000,5,0
52000,32500,162000,10,0
24000,13000,80000,5,0
79000,32000,260000,5,0
21000,14500,60000,10,0
87000,53000,222000,15,0
116000,76000,93000,20,0
91000,33500,106000,30,1
77000,41500,269000,5,0
121000,84500,414000,10,0
85000,37500,201000,20,0
49000,22500,163000,20,0
79000,40500,118000,30,0
134000,42500,78000,5,1
42000,16500,77000,15,0
34000,14500,118000,30,0
93000,28000,62000,5,0
68000,29000,59000,5,0
59000,30500,104000,10,0
37000,11500,64000,15,0
20000,10500,47000,15,0
31000,19000,72000,20,0
123000,44000,77000,5,1
75000,51500,180000,10,0
20000,9500,18000,15,0
111000,53000,329000,15,0
112000,56500,425000,30,0
112000,51000,447000,30,0
62000,35000,127000,20,0
67000,25000,185000,15,0
79000,53000,187000,10,0
117000,75500,131000,15,0
58000,32500,125000,5,0
52000,32000,198000,10,0
96000,56000,222000,10,0
111000,54500,367000,30,0
73000,26500,185000,30,1
95000,41000,210000,15,0
78000,51000,58000,10,0
67000,38000,254000,20,0
50000,32500,48000,20,0
40000,26000,122000,10,0
57000,29000,88000,10,0
46000,22000,73000,20,0
84000,39500,193000,10,0
112000,53500,238000,10,0
81000,55000,65000,15,0
47000,17000,50000,10,0
101000,36500,378000,20,0
84000,38000,167000,20,0
90000,56000,166000,20,0
59000,38000,135000,5,0
109000,68500,143000,20,0
109000,58000,89000,15,0
69000,44500,251000,15,0
97000,36500,95000,15,0
108000,58500,293000,15,0
61000,26500,180000,15,0
73000,30000,39000,5,0
77000,26000,237000,30,0
42000,18500,166000,20,0
88000,27500,305000,10,0
106000,46500,201000,30,0
71000,35000,39000,10,0
85000,37500,313000,15,0
117000,71000,399000,15,0
63000,26000,239000,15,0
86000,28500,339000,20,0
58000,22000,75000,30,0
57000,36000,83000,10,0
85000,47000,158000,20,0
82000,43500,66000,5,0
92000,47500,356000,5,0
77000,46000,240000,10,0
89000,33500,59000,5,0
125000,48000,361000,15,0
107000,37500,104000,30,1
85000,37000,276000,20,0
90000,37000,253000,5,0
66000,44000,161000,10,0
70000,21500,117000,30,1
90000,44000,266000,30,0
78000,46000,118000,10,0
99000,65500,57000,10,0
113000,77500,419000,5,0
72000,23500,64000,10,1
20000,7500,65000,15,0
136000,95000,245000,30,0
55000,23500,115000,10,0
81000,26000,112000,5,0
97000,65500,95000,15,0
117000,54000,78000,15,0
129000,53500,72000,30,0
64000,23000,162000,10,0
111000,52000,404000,10,0
81000,36000,105000,10,0
157000,105000,121000,5,0
108000,41500,254000,30,0
70000,23500,157000,5,0
51000,21000,156000,10,0
20000,10500,24000,10,0
95000,41000,334000,15,0
105000,44500,77000,20,0
97000,44500,226000,20,0
20000,13000,55000,10,0
37000,21000,49000,20,0
89000,45500,61000,20,0
129000,59500,105000,5,0
73000,24000,261000,20,0
108000,70500,54000,15,0
44000,15500,64000,5,0
81000,30500,318000,30,0
67000,32000,122000,15,0
111000,39500,103000,10,0
59000,33000,41000,30,0
125000,62000,473000,20,0
66000,33000,236000,10,0
43000,29500,34000,10,0
44000,25000,112000,20,0
56000,33000,150000,10,0
86000,47000,254000,30,0
57000,23000,57000,10,0
50000,16500,56000,10,0
102000,53500,386000,5,0
20000,9500,54000,30,0
62000,21500,107000,20,1
35000,22500,122000,15,0
49000,24500,115000,15,0
82000,39500,73000,10,0
69000,32000,218000,30,0
66000,39500,228000,10,0
111000,35500,74000,20,1
75000,29000,68000,10,0
129000,85500,166000,10,0
96000,30500,97000,5,0
46000,25000,137000,30,0
